feature,rule,status,requested_action,effective_action,related_feature,reason,evidence
compounding_method,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
advertiser_customer_id,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
advertiser_account_id,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
listing_style_id,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
publisher.accountid,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
media_channel,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
publisher_customer_id,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
service_code,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
week_day,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
state_code,redundancy,not_applicable,exclude,none,,Automatic redundancy decisions currently use numeric Pearson/Spearman pairs; inspect mixed/categorical associations separately.,{}
mbt_star_rating,redundancy,not_triggered,exclude,none,,No above-threshold direct correlation with an earlier retained representative.,{}
